(Übergeordnete) ASIN,(Untergeordnete) ASIN,Titel,SKU,Sitzungen – Summe,Sitzungen – Summe – B2B,Prozentwert an Sitzungen – Summe,Prozentsatz Sitzung – Summe – B2B,Seitenaufrufe – Summe,Seitenaufrufe – Summe – B2B,Prozentsatz Seitenaufrufe – Summe,Prozentsatz Seitenaufrufe – Summe – B2B,Hervorgehobenes Angebot ("In-den-Einkaufswagen") – Prozentsatz,Hervorgehobenes Angebot (Einkaufswagen-Feld) Prozentwert – B2B,Bestellte Einheiten,Bestellte Einheiten – B2B,Prozentsatz an Einheiten pro Sitzung,Prozentsatz an Einheiten pro Sitzung – B2B,Durch bestellte Produkte erzielter Umsatz,Bestellsumme – B2B,Zahl der Bestellposten,Zahl der Bestellposten – B2B
B08P3JHQ8Z,B08P3Q82FF,"Absperrhahn mit Steck- und Gewindeanschluss - zylindrisch - Steckverbinder -Pneumatikverbinder - Push In (G 1/4"" x 10mm)",IQSKH 1410 G-1,7,0,0.01%,0.00%,8,0,0.01%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,"13,05 €","0,00 €",1,0
B08SQRSVKM,B08P3Q94HS,"Pneumatik Winkel-Steckverschraubung - Push In Steckverbinder - konisch - (R 1/4"" x 4mm)",IQSL 144,6,2,0.01%,0.04%,10,4,0.01%,0.06%,100.00%,100.00%,1,1,16.67%,50.00%,"1,95 €","1,95 €",1,1
B08P3JHQ8Z,B08P3QKW4F,"Absperrhahn mit Steck- und Gewindeanschluss - konisch - Steckverbinder -Pneumatikverbinder - Push In (R 1/4"" x 12mm)",IQSKH 1412-1,8,0,0.01%,0.00%,11,0,0.01%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,"12,15 €","0,00 €",1,0
B08P3JHQ8Z,B08P3QNM23,"Absperrhahn mit Steck- und Gewindeanschluss - konisch - Steckverbinder -Pneumatikverbinder - Push In (R 1/4"" x 10mm)",IQSKH 1410-1,19,1,0.03%,0.02%,23,1,0.02%,0.01%,94.44%,100.00%,2,0,10.53%,0.00%,"24,30 €","0,00 €",1,0
B08SQRSVKM,B08P3QQXCF,"Pneumatik Winkel-Steckverschraubung - Push In Steckverbinder - konisch - (R 1/4"" x 8mm)",IQSL 148,15,2,0.02%,0.04%,22,3,0.02%,0.04%,35.29%,0.00%,3,0,20.00%,0.00%,"6,27 €","0,00 €",1,0
B08SQRSVKM,B08P3QXHZR,"Pneumatik Winkel-Steckverschraubung - Push In Steckverbinder - konisch - (R 1/4"" x 10mm)",IQSL 1410,8,3,0.01%,0.06%,11,5,0.01%,0.07%,87.50%,66.67%,6,6,75.00%,200.00%,"16,14 €","16,14 €",1,1
B08P3JHQ8Z,B08P3QYSDB,"Absperrhahn mit Steck- und Gewindeanschluss - zylindrisch - Steckverbinder -Pneumatikverbinder - Push In (G 1/2"" x 12mm)",IQSKH 1212 G-1,5,3,0.01%,0.06%,7,5,0.01%,0.07%,100.00%,100.00%,2,2,40.00%,66.67%,"25,58 €","25,58 €",1,1
B08P3JHQ8Z,B08P3R8XHB,"Absperrhahn mit Steck- und Gewindeanschluss - zylindrisch - Steckverbinder -Pneumatikverbinder - Push In (G 3/8"" x 6mm)",IQSKH 386 G-1,3,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,"11,59 €","0,00 €",1,0
B08P3JHQ8Z,B08P3R9QPM,"Absperrhahn mit Steck- und Gewindeanschluss - konisch - Steckverbinder -Pneumatikverbinder - Push In (R 3/8"" x 10mm)",IQSKH 3810-1,9,2,0.01%,0.04%,14,4,0.02%,0.06%,100.00%,100.00%,1,0,11.11%,0.00%,"12,15 €","0,00 €",1,0
B08SQRSVKM,B08P3RGXQG,"Pneumatik Winkel-Steckverschraubung - Push In Steckverbinder - konisch - (R 1/2"" x 6mm)",IQSL 126,10,2,0.01%,0.04%,21,4,0.02%,0.06%,81.25%,100.00%,1,1,10.00%,50.00%,"3,89 €","3,89 €",1,1
B08P3JHQ8Z,B08P3S3DB9,"Absperrhahn mit Steck- und Gewindeanschluss - konisch - Steckverbinder -Pneumatikverbinder - Push In (R 1/2"" x 12mm)",IQSKH 1212-1,10,1,0.01%,0.02%,14,1,0.02%,0.01%,90.91%,0.00%,1,0,10.00%,0.00%,"12,15 €","0,00 €",1,0
B08P3JHQ8Z,B08P3S7KYQ,"Absperrhahn mit Steck- und Gewindeanschluss - konisch - Steckverbinder -Pneumatikverbinder - Push In (R 3/8"" x 12mm)",IQSKH 3812-1,25,1,0.04%,0.02%,28,1,0.03%,0.01%,75.00%,0.00%,1,0,4.00%,0.00%,"12,15 €","0,00 €",1,0
B08SQRSVKM,B08P3S93PX,"Pneumatik Winkel-Steckverschraubung - Push In Steckverbinder - konisch - (R 1/8"" x 8mm)",IQSL 188,17,3,0.03%,0.06%,21,3,0.02%,0.04%,94.44%,100.00%,2,0,11.76%,0.00%,"3,80 €","0,00 €",1,0
B08P3JHQ8Z,B08P3SCSND,"Absperrhahn mit Steck- und Gewindeanschluss - konisch - Steckverbinder -Pneumatikverbinder - Push In (R 1/4"" x 6mm)",IQSKH 146-1,52,2,0.08%,0.04%,59,3,0.06%,0.04%,80.00%,100.00%,1,0,1.92%,0.00%,"10,80 €","0,00 €",1,0
B08KQ9K3GS,B08P5LVZJ5,"5 Stück Schlauchtülle Druckluftkupplung Stecknippel - Kupplungsstecker Außengewinde - G 3/4"" x 19mm",GT 3419 MS-5,2,1,0.00%,0.02%,2,1,0.00%,0.01%,100.00%,0.00%,1,1,50.00%,100.00%,"34,00 €","34,00 €",1,1
B08KQ9K3GS,B08P5MF43S,"10 Stück Schlauchtülle Druckluftkupplung Stecknippel - Kupplungsstecker Außengewinde - G 3/8"" x 9mm",GT 389 MS-10,7,0,0.01%,0.00%,7,0,0.01%,0.00%,83.33%,0.00%,1,0,14.29%,0.00%,"19,59 €","0,00 €",1,0
B08KQ9K3GS,B08P5MZY7T,"10 Stück Schlauchtülle Druckluftkupplung Stecknippel - Kupplungsstecker Außengewinde - G 1/4"" x 8mm",GT 148 MS-10,2,1,0.00%,0.02%,4,3,0.00%,0.04%,100.00%,100.00%,2,2,100.00%,200.00%,"34,78 €","34,78 €",1,1
B08KQ9K3GS,B08P5N1V1J,"5 Stück Schlauchtülle Druckluftkupplung Stecknippel - Kupplungsstecker Außengewinde - G 3/8"" x 13mm",GT 3813 MS-5,7,0,0.01%,0.00%,9,0,0.01%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,"12,49 €","0,00 €",1,0
B08KQ9K3GS,B08P5N2BM1,"10 Stück Schlauchtülle Druckluftkupplung Stecknippel - Kupplungsstecker Außengewinde - G 3/8"" x 13mm",GT 3813 MS-10,2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,"23,69 €","0,00 €",1,0
B08KQ9K3GS,B08P5N82LK,"10 Stück Schlauchtülle Druckluftkupplung Stecknippel - Kupplungsstecker Außengewinde - G 1/2"" x 9mm",GT 129 MS-10,6,0,0.01%,0.00%,6,0,0.01%,0.00%,80.00%,0.00%,1,0,16.67%,0.00%,"33,19 €","0,00 €",1,0
B08KQ9K3GS,B08P5NJGN1,"5 Stück Schlauchtülle Druckluftkupplung Stecknippel - Kupplungsstecker Außengewinde - G 1/2"" x13mm",GT 1213 MS-5,9,2,0.01%,0.04%,12,3,0.01%,0.04%,83.33%,0.00%,1,1,11.11%,50.00%,"18,15 €","18,15 €",1,1
B08KQ9K3GS,B08P5PZXMN,10 Stück Schlauchtülle Druckluftkupplung Stecknippel - Kupplungsstecker Außengewinde - M5 x 4mm,GT 54 MS-10,5,0,0.01%,0.00%,9,0,0.01%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,"9,49 €","0,00 €",1,0
B08PC66MMV,B08PC63XQ6,"Winkel-Steckanschluss - zylindrisch - Schnellsteckverbinder - PUSH IN (G 1/8"" x 10mm)",IQSLV 1810-G,5,1,0.01%,0.02%,11,3,0.01%,0.04%,100.00%,100.00%,11,0,220.00%,0.00%,"25,30 €","0,00 €",1,0
B08PVPNBYC,B08PVPVK45,"Druckluftverteiler 3-fach mit Kupplungen, Außengewinde & Dichtung Druckluftweiche AG 1/2 Zoll mit Kupplungsdosen NW 7,2 Luftweiche Y Verteiler",LWKDGDN 312 NW7-1,21,3,0.03%,0.06%,21,3,0.02%,0.04%,90.00%,0.00%,1,0,4.76%,0.00%,"22,99 €","0,00 €",1,0
B08PVPNBYC,B08PVVPYPZ,"Druckluftverteiler 2-fach mit Kupplungen, Außengewinde & Dichtung Druckluftweiche AG 3/8 Zoll mit Kupplungsdosen NW 7,2 Luftweiche Y Verteiler",LWKDGDN 238 NW7_1,56,10,0.08%,0.20%,66,14,0.07%,0.20%,75.00%,0.00%,1,0,1.79%,0.00%,"16,99 €","0,00 €",1,0
B08Q48X8VJ,B08Q8LHTCT,"Wanddose Druckluftweiche aus Kunststoff mit Messing Gewindeeinsätzen G 1/2"" Abgangsgewinde vorne 3 x G 1/2"" Luftweiche Durchgangsverteilerdose",WD 12 LW 3 KD,34,3,0.05%,0.06%,37,3,0.04%,0.04%,75.00%,100.00%,1,0,2.94%,0.00%,"27,99 €","0,00 €",1,0
B08Q48X8VJ,B08Q8P2741,"Wanddose Druckluftweiche aus Kunststoff mit Messing Gewindeeinsätzen G 3/4"" - 2 x G 1/2"" Luftweiche Endverteilerdose ohne Durchgangsgewinde",WD 12 LW 2 K-34,9,1,0.01%,0.02%,12,1,0.01%,0.01%,60.00%,0.00%,1,0,11.11%,0.00%,"32,99 €","0,00 €",1,0
B08Q48X8VJ,B08QLXMPH1,"Druckluftverteiler Wanddose Druckluftweiche aus Kunststoff mit 1x G 3/4"" Eingangsgewinde, 3 x 1/2"" Abgangsgewinde und 3 x Kupplungsdosen NW 7,2 Messing Luftweiche",WDKDG 34 LW3 NW7,33,12,0.05%,0.24%,35,12,0.04%,0.17%,87.50%,100.00%,1,0,3.03%,0.00%,"47,99 €","0,00 €",1,0
B08Q48X8VJ,B08QM76BZ1,"Druckluftverteiler Wanddose Druckluftweiche aus Kunststoff mit 1x G 1/2"" Eingangsgewinde, 2 x 1/2"" Abgangsgewinde und 2 x Kupplungsdosen NW 7,2 Messing Luftweiche",WDKDG 12 LW2 NW7,123,20,0.18%,0.40%,181,55,0.20%,0.79%,100.00%,100.00%,4,4,3.25%,20.00%,"118,36 €","118,36 €",1,1
B08Q48X8VJ,B08QMCY51T,"Druckluftverteiler Wanddose Druckluftweiche aus Messing mit 3/4"" Eingangsgewinde und Kupplungsdosen NW 7,2 Luftweiche",WDKDG 34 MS NW7,15,2,0.02%,0.04%,19,2,0.02%,0.03%,69.23%,0.00%,1,0,6.67%,0.00%,"25,99 €","0,00 €",1,0
B08Q48X8VJ,B08QMZCLHW,"Druckluftverteiler Wanddose Druckluftweiche aus Messing mit 3/8"" Eingangsgewinde und Kupplungsdosen NW 7,2 Luftweiche",WDKDG 38 MS NW7,58,8,0.09%,0.16%,77,9,0.08%,0.13%,87.76%,100.00%,3,0,5.17%,0.00%,"41,97 €","0,00 €",1,0
B08PVPNBYC,B08QNCR2RN,"Druckluftverteiler 3-fach mit Kupplungen, Kupplungsstecker & Dichtung Druckluftweiche 3/8 Zoll mit 3x Kupplungsdosen & Stecknippel NW 7,2 Luftweiche X Verteiler",LWKDGKSX 338 NW7,29,5,0.04%,0.10%,49,6,0.05%,0.09%,93.94%,100.00%,1,0,3.45%,0.00%,"24,99 €","0,00 €",1,0
B08PVPNBYC,B08QNCS4S8,"Druckluftverteiler 3-fach mit Kupplungsstecker, Kupplung & Dichtung Druckluftweiche 1/8 Zoll mit 3x Stecknippel & 1x Kupplungsdose NW 7,2 Luftweiche X Verteiler",LWKSKDGX 318 NW7,17,0,0.03%,0.00%,25,0,0.03%,0.00%,77.27%,0.00%,1,0,5.88%,0.00%,"19,99 €","0,00 €",1,0
B08SJ4RJQG,B08SHXKBGH,"Druckluftkupplung Winkel-Kupplungsdose Druckluft Kupplungsstecker mit Winkel-Schlauchtülle 6 (1/4"") mm Messing NW 7,2",KDSW 6 NW7,86,5,0.13%,0.10%,113,7,0.12%,0.10%,88.42%,100.00%,2,2,2.33%,40.00%,"19,58 €","19,58 €",1,1
B08SJ4RJQG,B08SJ4T65C,"Druckluftkupplung Kupplungsdose Druckluft Kupplungsstecker mit Überwurfmutter & Knickschutz 12x9 mm Messing NW 7,2",KDK KS 129 NW7,82,5,0.12%,0.10%,97,9,0.10%,0.13%,86.08%,100.00%,1,0,1.22%,0.00%,"10,99 €","0,00 €",1,0
B08T9MWDMP,B08SMKM9PB,Pneumatik Y-Steckverbinder - Steckanschluss für Luft & Wasser - Schnellsteckverbinder - Push In Fitting (8mm Schlauchanschluss),IQSY-80,18,5,0.03%,0.10%,33,11,0.04%,0.16%,40.00%,71.43%,2,2,11.11%,40.00%,"3,90 €","3,90 €",1,1
B08N6TM97S,B08SMLLJWL,5 Stück T-Verbinder - Pneumatik Steckverbinder - Steckanschluss für Luft & Wasser - Schnellsteckverbinder - Push In Fitting - (10mm Schlauchanschluss),IQST 100-5,22,5,0.03%,0.10%,32,7,0.03%,0.10%,91.67%,100.00%,1,1,4.55%,20.00%,"9,99 €","9,99 €",1,1
B08N6TM97S,B08SMLTJSX,5 Stück T-Verbinder - Pneumatik Steckverbinder - Steckanschluss für Luft & Wasser - Schnellsteckverbinder - Push In Fitting - (6mm Schlauchanschluss),IQST 60-5,47,3,0.07%,0.06%,57,3,0.06%,0.04%,91.30%,100.00%,1,0,2.13%,0.00%,"8,35 €","0,00 €",1,0
B08N6TM97S,B08SMM9GXG,5 Stück T-Verbinder - Pneumatik Steckverbinder - Steckanschluss für Luft & Wasser - Schnellsteckverbinder - Push In Fitting - (14mm Schlauchanschluss),IQST 140-5,5,1,0.01%,0.02%,6,2,0.01%,0.03%,100.00%,100.00%,1,1,20.00%,100.00%,"29,00 €","29,00 €",1,1
B08NK44WPG,B08SQRFRNW,5 Stück Pneumatik Verteiler 3-Fach - Push In Steckverbinder - (4mm Schlauchanschluss),162.004-5,3,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,2,0,66.67%,0.00%,"24,08 €","0,00 €",1,0
B08VS418C3,B08T5Y4247,5 Stück Verschlussstecker - 4mm - Stopfen für Steckverbinder,IQSC 40H--5,12,1,0.02%,0.02%,22,4,0.02%,0.06%,83.33%,100.00%,1,0,8.33%,0.00%,"3,69 €","0,00 €",1,0
B08T9MWDMP,B08T61MVDZ,"Einschraub-Y-Steckverbinder - zylindrisch - Pneumatikverbinder - Push In (G 1/4"" x 6mm)",IQSY 146 G,7,0,0.01%,0.00%,11,0,0.01%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,"2,50 €","0,00 €",1,0
B08T9MWDMP,B08T63MJF2,"Einschraub-Y-Steckverbinder - konisch - Pneumatikverbinder - Steckanschluss für Luft & Wasser - Schnellsteckverbinder - Push In Fitting (R 3/8"" x 8mm)",IQSY  388,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,"2,85 €","0,00 €",1,0
B08T9MWDMP,B08T6N6GB5,"Einschraub-Y-Steckverbinder - zylindrisch - Pneumatikverbinder - Push In (G 1/8"" x 6mm)",IQSY 186 G,3,1,0.00%,0.02%,3,1,0.00%,0.01%,100.00%,100.00%,1,1,33.33%,100.00%,"2,20 €","2,20 €",1,1
B08KJG3ZVP,B08V8DGF2B,"5 Stück Gerader Steckverschraubung, rund mit konischem Gewinde Pneumatik Steckverbinder Schnellsteckverbinder Push In Fitting (R 1/4"" x 6mm)",IQSG 146 I--5,41,3,0.06%,0.06%,45,6,0.05%,0.09%,90.63%,100.00%,10,10,24.39%,333.33%,"82,50 €","82,50 €",1,1
B08KJG3ZVP,B08V8V7GLB,"5 Stück Gerader Steckverschraubung, rund mit konischem Gewinde Pneumatik Steckverbinder Schnellsteckverbinder Push In Fitting (R 1/4"" x 12mm)",IQSG 1412 I--5,9,1,0.01%,0.02%,9,1,0.01%,0.01%,100.00%,0.00%,1,0,11.11%,0.00%,"16,55 €","0,00 €",1,0
B08KJG3ZVP,B08V8XMM64,"5 Stück Gerader Steckverschraubung, rund mit zylindrischem Gewinde Pneumatik Steckverbinder Schnellsteckverbinder Push In Fitting (G 1/4"" x 6mm)",IQSG 146 IG--5,49,3,0.07%,0.06%,55,3,0.06%,0.04%,89.19%,100.00%,1,0,2.04%,0.00%,"12,99 €","0,00 €",1,0
B08VRJ5Z8R,B08VRQZ7SM,10 Stück Steckkappe Verschlusskappe zum Verschließen von Schlauchleitungen 4mm Schläuche,IQSC 40-10,3,1,0.00%,0.02%,3,1,0.00%,0.01%,50.00%,0.00%,1,0,33.33%,0.00%,"8,99 €","0,00 €",1,0
B08VRJ5Z8R,B08VS3TWJK,10 Stück Steckkappe Verschlusskappe zum Verschließen von Schlauchleitungen 8mm Schläuche,IQSC 80-10,13,1,0.02%,0.02%,20,1,0.02%,0.01%,100.00%,100.00%,1,0,7.69%,0.00%,"9,29 €","0,00 €",1,0
B08VRXNPZH,B08WC2V7XC,"Kreuzstück G 1"" Innengewinde 16 bar Gewindefitting Messing Verbindungsstück Fitting für Druckluft",K 10 MS,2,1,0.00%,0.02%,2,1,0.00%,0.01%,100.00%,0.00%,5,0,250.00%,0.00%,"149,95 €","0,00 €",1,0
B08VNG17V1,B08WJ6DPJ6,"LE-Einschraubstück G 1/2"" Innengewinde - R 1/2"" Außengewinde Gewindefitting Messing Verbindungsstück Fitting",LE 12 MS,2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,"9,99 €","0,00 €",1,0
B08VNG17V1,B08WJD153C,"LE-Einschraubstück G 1/4"" Innengewinde - R 1/4"" Außengewinde 16 bar Gewindefitting Messing vernickelt Verbindungsstück Fitting",LE 14 MSV,8,1,0.01%,0.02%,16,3,0.02%,0.04%,100.00%,100.00%,1,1,12.50%,100.00%,"4,29 €","4,29 €",1,1
B08WWMY5KD,B08WWMY5KD,"90° - Winkel G 1/4"" Innengewinde 16 bar Gewindefitting Messing vernickelt Verbindungsstück Fitting",W 14 MSV,16,1,0.02%,0.02%,25,1,0.03%,0.01%,81.82%,100.00%,5,5,31.25%,500.00%,"19,30 €","19,30 €",1,1
B08WWW9ZSP,B08WWW9ZSP,"90° - Winkel G 1/4"" Innengewinde - G 1/4"" Außengewinde Messing vernickelt",GL 14 MSV,70,2,0.10%,0.04%,104,2,0.11%,0.03%,85.88%,100.00%,1,0,1.43%,0.00%,"6,27 €","0,00 €",1,0
B08WX8WL5N,B08WX8WL5N,"90° - Einschraubwinkel G 3/4"" Innengewinde - G 3/4"" Außengewinde 16 bar Gewindefitting Messing Verbindungsstück Fitting",WE 34 MS,15,0,0.02%,0.00%,22,0,0.02%,0.00%,100.00%,0.00%,2,0,13.33%,0.00%,"19,98 €","0,00 €",1,0
B08WXGJYF8,B08WXGJYF8,"90° - Winkel R 3/4"" Außengewinde 16 bar Gewindefitting Messing vernickelt Verbindungsstück Fitting",WA 34 MSV,13,2,0.02%,0.04%,17,2,0.02%,0.03%,86.67%,100.00%,1,1,7.69%,50.00%,"9,48 €","9,48 €",1,1
B08P3JHQ8Z,B0CPFWG12S,Absperrhahn mit 4mm Steckanschuss - Steckverbinder - Pneumatikverbinder - PUSH IN,KHST 40,39,2,0.06%,0.04%,54,2,0.06%,0.03%,100.00%,100.00%,1,0,2.56%,0.00%,"8,99 €","0,00 €",1,0
B0D81GL2FD,B0D81DNGGN,"TÜV-Sicherheitsventil G 1/2"" (DN8), 5,0 bar, Messing",SV 12-8-5 MS,1,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,3,0,300.00%,0.00%,"77,97 €","0,00 €",1,0
B0D81GL2FD,B0D81DP8B9,"TÜV-Sicherheitsventil G 1/2"" (DN8), 15,0 bar, Messing",SV 12-8-15 MS,5,0,0.01%,0.00%,6,0,0.01%,0.00%,100.00%,0.00%,3,0,60.00%,0.00%,"77,97 €","0,00 €",1,0
B0D81GL2FD,B0D81DQ9GT,"TÜV-Sicherheitsventil G 1/2"" (DN8), 3,0 bar, Messing",SV 12-8-3 MS,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,3,0,300.00%,0.00%,"77,97 €","0,00 €",1,0
B0D81GL2FD,B0D86ZHJCX,"TÜV-Sicherheitsventil G 1/2"" (DN8), 17,0 bar, Messing",SV 12-8-17 MS,1,1,0.00%,0.02%,1,1,0.00%,0.01%,100.00%,100.00%,1,1,100.00%,100.00%,"25,99 €","25,99 €",1,1
B0D81GL2FD,B0D871CYP2,"TÜV-Sicherheitsventil G 1/2"" (DN8), 10,0 bar, Messing",SV 12-8-10 MS,7,1,0.01%,0.02%,7,1,0.01%,0.01%,80.00%,100.00%,1,0,14.29%,0.00%,"25,99 €","0,00 €",1,0
B0D81GL2FD,B0D8748HFL,"TÜV-Sicherheitsventil G 3/8"" (DN8), 17,0 bar, Messing",SV 38-8-17 MS,2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,"24,99 €","0,00 €",1,0
B0D81GL2FD,B0D8756M3B,"TÜV-Sicherheitsventil G 1/4"" (DN8), 10,0 bar, Messing",SV 14-8-10 MS,22,2,0.03%,0.04%,34,3,0.04%,0.04%,60.00%,100.00%,1,0,4.55%,0.00%,"22,99 €","0,00 €",1,0
B0D81GL2FD,B0D8757224,"TÜV-Sicherheitsventil G 1/2"" (DN8), 12,0 bar, Messing",SV 12-8-12 MS,3,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,"25,99 €","0,00 €",1,0
B0D81GL2FD,B0D875DBTY,"TÜV-Sicherheitsventil G 1/4"" (DN8), 12,5 bar, Messing","SV 14-8-12,5 MS",2,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,"22,99 €","0,00 €",1,0
B0D81GL2FD,B0D875HKNX,"TÜV-Sicherheitsventil G 1/4"" (DN8), 8,5 bar, Messing","SV 14-8-8,5 MS",5,0,0.01%,0.00%,7,0,0.01%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,"22,99 €","0,00 €",1,0
B0D81GL2FD,B0D875LVV7,"TÜV-Sicherheitsventil G 1/2"" (DN8), 11,0 bar, Messing",SV 12-8-11 MS,7,0,0.01%,0.00%,8,0,0.01%,0.00%,75.00%,0.00%,1,1,14.29%,0.00%,"25,99 €","25,99 €",1,1
B0D81GL2FD,B0D8776MNS,"TÜV-Sicherheitsventil G 3/8"" (DN8), 14,5 bar, Messing","SV 38-8-14,5 MS",5,0,0.01%,0.00%,8,0,0.01%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,"24,99 €","0,00 €",1,0
